variant,source_evidence,offset,include_previous_byte_chaining,packet_size_key_update,frame_number,oracle_message,payload_len,exact_oracle_match,utf16le_containment,matched_messages,decoded_prefix_hex,decoded_prefix_ascii
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,no,yes,7268,KX04_AAAA,28,no,no,,eddeac32005919017d90bfce3ac468ffc4264d39ddcf9eddb99a38c0,...2.Y..}...:.h..&M9......8.
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,yes,no,7268,KX04_AAAA,28,no,no,,eddeac320059190101a4efd9a808a3b7919ba1c5dbd14d6df928424c,...2.Y................Mm.(BL
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,yes,yes,7268,KX04_AAAA,28,no,no,,eddeac32005919017da4efd9a808a3b7ed9ba1c5dbd14d6d8528424c,...2.Y..}.............Mm.(BL
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,no,no,7268,KX04_AAAA,28,no,no,,eddeac3200591901345022526497be269d3af9ccafec73209c9bfb65,"...2.Y..4P""Rd..&.:....s ...e"
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,no,yes,7268,KX04_AAAA,28,no,no,,eddeac3200591901345050526497be269d3a8bccafec73209c9b8965,...2.Y..4PPRd..&.:....s ...e
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,yes,no,7268,KX04_AAAA,28,no,no,,eddeac320059190134502245f65b756eb4871530a9f2a090a02981e9,"...2.Y..4P""E.[un...0.....).."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,yes,yes,7268,KX04_AAAA,28,no,no,,eddeac320059190134505045f65b756eb4876730a9f2a090a029f3e9,...2.Y..4PPE.[un..g0.....)..
identity_control,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee2536f70dac4c73e6065be103760baf46752a1c0863cadaa3842813,"....-.."".%6...Ls..[..v..Fu*..c....(."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,7b688b33db81faf467580845ceb062921d516029ec7f296ca61d7a8ddc7dd96859ea2c80,"{h.3....gX.E..b..Q`)..)l..z..}.hY.,."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,no,yes,7285,KX08_AAAAAAAA,36,no,no,,1f688b33db81faf403580845ceb0629279516029ec7f296cc21d7a8ddc7dd9683dea2c80,".h.3.....X.E..b.yQ`)..)l..z..}.h=.,."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,yes,no,7285,KX08_AAAAAAAA,36,no,no,,7baa949f39ac742e45b62d7339bdcede6eb766720d7c5f67095b0fa7c075baa28349a8a8,{...9.t.E.-s9...n.fr.|_g.[...u...I..
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,1faa949f39ac742e21b62d7339bdcede0ab766720d7c5f676d5b0fa7c075baa2e749a8a8,....9.t.!.-s9.....fr.|_gm[...u...I..
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21f15950a5f2c2dcef3bf8a331e8f6fc8e7a0b638bee4a664b6ca7458f21ec4b036d27d,"....._,-....3..o....8...d..tX....6.}"
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f77950a5f2c2dcef3dd8a331e8f6fc8e7c2b638bee4a664b6a87458f21ec4b036b07d,"..w.._,-....3..o....8...d..tX....6.}"
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21f1539e872a2f7ec1d9abcc4132323bb01a6edd9bd92adcbf0bf5e44fa7d0e6a955655,...9.r........##...........^D.}.j.VU
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f7739e872a2f7ec1df8bcc4132323bb01c4edd9bd92adcbf0dd5e44fa7d0e6a953455,..w9.r........##...........^D.}.j.4U
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda2257521126fba36ca56f7b6553c06a254ebd2211d4e76ae81943ec7882,"....-..""WR.&..l.o{eS.j%N.""...j..C.x."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda223b521126fba36ca5037b6553c06a254ed12211d4e76ae8192fec7882,"....-.."";R.&..l..{eS.j%N.""...j../.x."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda2257bc34100caec0e91c9d630821695345126464fefb628bd3994ffcaa,"....-..""W.4.......c.!iSE.dd..b...O.."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda223bbc34100caec0e9709d6308216953457e6464fefb628bd3f54ffcaa,"....-.."";.4.....p.c.!iSE~dd..b...O.."
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,10,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee258f802a7dba7cc6d0d29c3dc4c8b36894d14b33ab25d38147c87b,"....-.."".%..*}.|....=...h..K3.%..G.{"
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,10,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25e5802a7dba7cc6d0b89c3dc4c8b36894bb4b33ab25d38147a27b,"....-.."".%..*}.|....=...h..K3.%..G.{"
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,10,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee258fb6dd701630b536d4c7dcc7beb8c7d2a4612fa346195be44c53,"....-.."".%...p.0.6.........a/.F.[.LS"
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,10,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25e5b6dd701630b536bec7dcc7beb8c7d2ce612fa346195be42653,"....-.."".%...p.0.6.........a/.F.[.&S"
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,a1c004bedb81faf4bdf087c8ceb06292c7f9efa4ec7f296c7cb5f500dc7dd9688342a30d,..............b.......)l|....}.h.B..
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,0,no,yes,7285,KX08_AAAAAAAA,36,no,no,,45c004bedb81faf459f087c8ceb0629223f9efa4ec7f296c98b5f500dc7dd9686742a30d,E.......Y.....b.#.....)l.....}.hgB..
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,0,yes,no,7285,KX08_AAAAAAAA,36,no,no,,a1021b1239ac742e9f1ea2fe39bdcedeb41fe9ff0d7c5f67d3f3802ac075baa259e12725,....9.t.....9........|_g...*.u..Y.'%
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,0,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,45021b1239ac742e7b1ea2fe39bdcede501fe9ff0d7c5f6737f3802ac075baa2bde12725,E...9.t.{...9...P....|_g7..*.u....'%
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,2,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21fcf3d85d22c2dcef36522bc938f6fc8e77a1eb733e4a664b610dcd77f1ec4b03608d5,"...=..,-..e""...o..z..3..d........6.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,2,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f293d85d22c2dcef38322bc938f6fc8e79c1eb733e4a664b6f6dcd77f1ec4b036eed5,"..)=..,-...""...o.....3..d........6.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,2,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21fcf9167ffa2f7ec1d40144b9e2323bb017c45563092adcbf065f6cb777d0e6a958cfd,....g.....@.K.##..|EV0....e..w}.j...
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,2,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f299167ffa2f7ec1da6144b9e2323bb019a45563092adcbf083f6cb777d0e6a956afd,..).g.......K.##...EV0.......w}.j.j.
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,8,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda228dfa9eabfba36ca5b5d3eadec06a254e678a9e59e76ae8199944f70f,"....-..""......l......j%Ng..Y.j...D.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,8,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda2291fa9eabfba36ca5a9d3eadec06a254e7b8a9e59e76ae8198544f70f,"....-..""......l......j%N{..Y.j...D.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,8,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda228d14bb9d0caec0e9c635ec8521695345c8cceb73fb628bd343e77327,"....-.."".........5..!iSE...s.b..C.s'"
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,8,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda229114bb9d0caec0e9da35ec8521695345d4cceb73fb628bd35fe77327,"....-.."".........5..!iSE...s.b.._.s'"
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,10,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee255528a5f0ba7cc6d00834b249c8b368940be3bc2625d3814712d3,"....-.."".%U(...|...4.I..h....&%..G.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,10,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee254b28a5f0ba7cc6d01634b249c8b3689415e3bc2625d381470cd3,"....-.."".%K(...|...4.I..h....&%..G.."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,10,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25551e52fd1630b5360e6f534abeb8c7d27ec9a02e46195be496fb,"....-.."".%U.R..0.6.oSJ....~...F.[..."
pass590_variant_a_0x73e79463,public_reference_or_source_truthing_control,10,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee254b1e52fd1630b536106f534abeb8c7d260c9a02e46195be488fb,"....-.."".%K.R..0.6.oSJ....`...F.[..."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,f7df04bedb81faf4ebef87c8ceb0629291e6efa4ec7f296c2aaaf500dc7dd968d55da30d,..............b.......)l*....}.h.]..
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,0,no,yes,7285,KX08_AAAAAAAA,36,no,no,,9bdf04bedb81faf487ef87c8ceb06292fde6efa4ec7f296c46aaf500dc7dd968b95da30d,..............b.......)lF....}.h.]..
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,0,yes,no,7285,KX08_AAAAAAAA,36,no,no,,f71d1b1239ac742ec901a2fe39bdcedee200e9ff0d7c5f6785ec802ac075baa20ffe2725,....9.t.....9........|_g...*.u....'%
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,0,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,9b1d1b1239ac742ea501a2fe39bdcede8e00e9ff0d7c5f67e9ec802ac075baa263fe2725,....9.t.....9........|_g...*.u..c.'%
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,2,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21f992285d22c2dcef3333dbc938f6fc8e72c01b733e4a664b646c3d77f1ec4b0365eca,"...""..,-..3=...o..,..3..d.F......6^."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,2,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21ffb2285d22c2dcef3513dbc938f6fc8e74e01b733e4a664b624c3d77f1ec4b0363cca,"...""..,-..Q=...o..N..3..d.$......6<."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,2,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21f998e67ffa2f7ec1d160b4b9e2323bb012a5a563092adcbf033e9cb777d0e6a95dae2,....g.......K.##..*ZV0....3..w}.j...
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,2,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21ffb8e67ffa2f7ec1d740b4b9e2323bb01485a563092adcbf051e9cb777d0e6a95b8e2,....g.....t.K.##..HZV0....Q..w}.j...
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,8,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22dbe59eabfba36ca5e3cceadec06a254e31959e59e76ae819cf5bf70f,"....-..""......l......j%N1..Y.j...[.."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,8,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22bfe59eabfba36ca587cceadec06a254e55959e59e76ae819ab5bf70f,"....-..""......l......j%NU..Y.j...[.."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,8,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22db0bbb9d0caec0e9902aec85216953459ed3eb73fb628bd315f87327,"....-.."".........*..!iSE...s.b....s'"
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,8,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22bf0bbb9d0caec0e9f42aec8521695345fad3eb73fb628bd371f87327,"....-.."".........*..!iSE...s.b..q.s'"
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,10,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee250337a5f0ba7cc6d05e2bb249c8b368945dfcbc2625d3814744cc,"....-.."".%.7...|..^+.I..h.]..&%..GD."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,10,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee257937a5f0ba7cc6d0242bb249c8b3689427fcbc2625d381473ecc,"....-.."".%y7...|..$+.I..h.'..&%..G>."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,10,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25030152fd1630b5365870534abeb8c7d228d6a02e46195be4c0e4,"....-.."".%..R..0.6XpSJ....(...F.[..."
pass590_variant_b_0x73e78b35,public_reference_or_source_truthing_control,10,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25790152fd1630b5362270534abeb8c7d252d6a02e46195be4bae4,"....-.."".%y.R..0.6""pSJ....R...F.[..."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,a1c004bedb81faf4bdf087c8ceb06292c7f9efa4ec7f296c7cb5f500dc7dd9688342a30d,..............b.......)l|....}.h.B..
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,0,no,yes,7285,KX08_AAAAAAAA,36,no,no,,45c004bedb81faf459f087c8ceb0629223f9efa4ec7f296c98b5f500dc7dd9686742a30d,E.......Y.....b.#.....)l.....}.hgB..
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,0,yes,no,7285,KX08_AAAAAAAA,36,no,no,,a1021b1239ac742e9f1ea2fe39bdcedeb41fe9ff0d7c5f67d3f3802ac075baa259e12725,....9.t.....9........|_g...*.u..Y.'%
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,0,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,45021b1239ac742e7b1ea2fe39bdcede501fe9ff0d7c5f6737f3802ac075baa2bde12725,E...9.t.{...9...P....|_g7..*.u....'%
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,2,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21fcf3d85d22c2dcef36522bc938f6fc8e77a1eb733e4a664b610dcd77f1ec4b03608d5,"...=..,-..e""...o..z..3..d........6.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,2,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f293d85d22c2dcef38322bc938f6fc8e79c1eb733e4a664b6f6dcd77f1ec4b036eed5,"..)=..,-...""...o.....3..d........6.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,2,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21fcf9167ffa2f7ec1d40144b9e2323bb017c45563092adcbf065f6cb777d0e6a958cfd,....g.....@.K.##..|EV0....e..w}.j...
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,2,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21f299167ffa2f7ec1da6144b9e2323bb019a45563092adcbf083f6cb777d0e6a956afd,..).g.......K.##...EV0.......w}.j.j.
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,8,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda228dfa9eabfba36ca5b5d3eadec06a254e678a9e59e76ae8199944f70f,"....-..""......l......j%Ng..Y.j...D.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,8,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda2291fa9eabfba36ca5a9d3eadec06a254e7b8a9e59e76ae8198544f70f,"....-..""......l......j%N{..Y.j...D.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,8,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda228d14bb9d0caec0e9c635ec8521695345c8cceb73fb628bd343e77327,"....-.."".........5..!iSE...s.b..C.s'"
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,8,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda229114bb9d0caec0e9da35ec8521695345d4cceb73fb628bd35fe77327,"....-.."".........5..!iSE...s.b.._.s'"
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,10,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee255528a5f0ba7cc6d00834b249c8b368940be3bc2625d3814712d3,"....-.."".%U(...|...4.I..h....&%..G.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,10,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee254b28a5f0ba7cc6d01634b249c8b3689415e3bc2625d381470cd3,"....-.."".%K(...|...4.I..h....&%..G.."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,10,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25551e52fd1630b5360e6f534abeb8c7d27ec9a02e46195be496fb,"....-.."".%U.R..0.6.oSJ....~...F.[..."
aion_unique_deobf_cd92e451_3ff2cc87,public_reference_or_source_truthing_control,10,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee254b1e52fd1630b536106f534abeb8c7d260c9a02e46195be488fb,"....-.."".%K.R..0.6.oSJ....`...F.[..."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,0,no,no,7285,KX08_AAAAAAAA,36,no,no,,f7df04bedb81faf4ebef87c8ceb0629291e6efa4ec7f296c2aaaf500dc7dd968d55da30d,..............b.......)l*....}.h.]..
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,0,no,yes,7285,KX08_AAAAAAAA,36,no,no,,9bdf04bedb81faf487ef87c8ceb06292fde6efa4ec7f296c46aaf500dc7dd968b95da30d,..............b.......)lF....}.h.]..
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,0,yes,no,7285,KX08_AAAAAAAA,36,no,no,,f71d1b1239ac742ec901a2fe39bdcedee200e9ff0d7c5f6785ec802ac075baa20ffe2725,....9.t.....9........|_g...*.u....'%
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,0,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,9b1d1b1239ac742ea501a2fe39bdcede8e00e9ff0d7c5f67e9ec802ac075baa263fe2725,....9.t.....9........|_g...*.u..c.'%
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,2,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21f992285d22c2dcef3333dbc938f6fc8e72c01b733e4a664b646c3d77f1ec4b0365eca,"...""..,-..3=...o..,..3..d.F......6^."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,2,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21ffb2285d22c2dcef3513dbc938f6fc8e74e01b733e4a664b624c3d77f1ec4b0363cca,"...""..,-..Q=...o..N..3..d.$......6<."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,2,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21f998e67ffa2f7ec1d160b4b9e2323bb012a5a563092adcbf033e9cb777d0e6a95dae2,....g.......K.##..*ZV0....3..w}.j...
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,2,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21ffb8e67ffa2f7ec1d740b4b9e2323bb01485a563092adcbf051e9cb777d0e6a95b8e2,....g.....t.K.##..HZV0....Q..w}.j...
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22dbe59eabfba36ca5e3cceadec06a254e31959e59e76ae819cf5bf70f,"....-..""......l......j%N1..Y.j...[.."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22bfe59eabfba36ca587cceadec06a254e55959e59e76ae819ab5bf70f,"....-..""......l......j%NU..Y.j...[.."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22db0bbb9d0caec0e9902aec85216953459ed3eb73fb628bd315f87327,"....-.."".........*..!iSE...s.b....s'"
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,8,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22bf0bbb9d0caec0e9f42aec8521695345fad3eb73fb628bd371f87327,"....-.."".........*..!iSE...s.b..q.s'"
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,no,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee250337a5f0ba7cc6d05e2bb249c8b368945dfcbc2625d3814744cc,"....-.."".%.7...|..^+.I..h.]..&%..GD."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,no,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee257937a5f0ba7cc6d0242bb249c8b3689427fcbc2625d381473ecc,"....-.."".%y7...|..$+.I..h.'..&%..G>."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,yes,no,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25030152fd1630b5365870534abeb8c7d228d6a02e46195be4c0e4,"....-.."".%..R..0.6XpSJ....(...F.[..."
rydiik_deobf_cd92e4df_3ff2cccf,public_reference_or_source_truthing_control,10,yes,yes,7285,KX08_AAAAAAAA,36,no,no,,c21face22d8eda22ee25790152fd1630b5362270534abeb8c7d252d6a02e46195be4bae4,"....-.."".%y.R..0.6""pSJ....R...F.[..."
identity_control,public_reference_or_source_truthing_control,0,no,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c8e234c264f512f0790d1a47617595e00d4131b0205d41f9f835233938610a351ce27958a703f881cfffdc7b7142edb5c,...#L&OQ/....v.Y^..........R3....Q.'..p?.........\
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,no,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,35eba9f2ba296f87a67aae63676a39b8a557efdbf40b2717fff7d3c3e78d95a2593fcab4508c5df20612f67011a374ec3211,5....)o..z.cgj9..W....'.........Y?..P.]....p..t.2.
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,no,yes,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,67eba9f2ba296f87f47aae63676a39b8f757efdbf40b2717adf7d3c3e78d95a20b3fcab4508c5df25412f67011a374ec6011,g....)o..z.cgj9..W....'..........?..P.].T..p..t.`.
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,yes,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,3567357c996549c8f755a9f3b6ce4faffc09ef0fe71025122be84c40b5be0624499c9b7a7719d782399aea8fec64c3f81cca,5g5|.eI..U....O.......%.+.L@...$I..zw...9....d....
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,0,yes,yes,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,6767357c996549c8a555a9f3b6ce4fafae09ef0fe710251279e84c40b5be06241b9c9b7a7719d7826b9aea8fec64c3f84eca,gg5|.eI..U....O.......%.y.L@...$...zw...k....d..N.
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,no,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c37546bf7b95e0fd119ac9ac4d44570e12f4420caeadd3d5c633a6302520eb0e334499119b539a5d171f3ce3ac23abb9e,..7Tk..^.......Ep./D ...=\c:c.R...4I...9..q..:.:..
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,no,yes,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c67546bf7b95e0fd149ac9ac4d44570e17f4420caeadd3d5c333a6302520eb0e364499119b539a5d121f3ce3ac23abb9e,..gTk..^..I....Ep..D ...=\3:c.R...dI...9..!..:.:..
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,yes,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c37da48bb9f115efe1e3c4b60a25229bf2f9033d1e8d8e943fcb93131c188a0406587b68c3f499a596d0c33fd752e9545,..7.H...^..<K`.R)./.3....C..11...@e...?I.Ym.3.u..E
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,2,yes,yes,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c67da48bb9f115efe4e3c4b60a25229bf7f9033d1e8d8e943acb93131c188a0403587b68c3f499a593d0c33fd752e9545,..g.H...^.N<K`.R)...3....C..11...@5...?I.Y=.3.u..E
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,no,no,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c8e234c264f519670b7005279378fd77deaa1d81e2b35e4c8b89adc9aa4d343399eb64194638d7272fb6e02b139e35552,...#L&OQ.p..Ry7..}....+5........C9..A.c.rr.n..9.UR
pass590_false_key_0xfe683cb9,public_reference_or_source_truthing_control,8,no,yes,7384,KX15_AAAAAAAAAAAAAAA,50,no,no,,8c9c8e234c264f51cc70b7005279378f8d7deaa1d81e2b35bec8b89adc9aa4d319399eb64194638d2872fb6e02b139e30f52,...#L&OQ.p..Ry7..}....+5.........9..A.c.(r.n..9..R
